,Nama,Ulasan,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
141,Olievia P Mulyana,wisata alam yang dikelola secara alami oleh warga sekitar lokasinya dipinggir jalan dengan pentunjuk yang mudah terlihat air terjun ini langsung menuju laut jadi untuk foto kita harus menuruni tangga menuju pinggir laut jadi apabila,Positif,"['wisata', 'alam', 'yang', 'dikelola', 'secara', 'alami', 'oleh', 'warga', 'sekitar', 'lokasinya', 'dipinggir', 'jalan', 'dengan', 'pentunjuk', 'yang', 'mudah', 'terlihat', 'air', 'terjun', 'ini', 'langsung', 'menuju', 'laut', 'jadi', 'untuk', 'foto', 'kita', 'harus', 'menuruni', 'tangga', 'menuju', 'pinggir', 'laut', 'jadi', 'apabila']","['wisata', 'alam', 'yang', 'dikelola', 'secara', 'alami', 'oleh', 'warga', 'sekitar', 'lokasinya', 'dipinggir', 'jalan', 'dengan', 'pentunjuk', 'yang', 'mudah', 'terlihat', 'air', 'terjun', 'ini', 'langsung', 'menuju', 'laut', 'jadi', 'untuk', 'foto', 'kita', 'harus', 'menuruni', 'tangga', 'menuju', 'pinggir', 'laut', 'jadi', 'apabila']","['wisata', 'alam', 'dikelola', 'alami', 'warga', 'lokasinya', 'dipinggir', 'jalan', 'pentunjuk', 'mudah', 'air', 'terjun', 'langsung', 'laut', 'foto', 'menuruni', 'tangga', 'pinggir', 'laut']","['wisata', 'alam', 'dikelola', 'alami', 'warga', 'lokasinya', 'dipinggir', 'jalan', 'pentunjuk', 'mudah', 'air', 'terjun', 'langsung', 'laut', 'foto', 'menuruni', 'pinggir', 'laut']","['wisata', 'alam', 'kelola', 'alami', 'warga', 'lokasi', 'pinggir', 'jalan', 'pentunjuk', 'mudah', 'air', 'terjun', 'langsung', 'laut', 'foto', 'turun', 'pinggir', 'laut']"
142,Fatin Susanna,masih perlu pembenahan disana sini utk memudahkan pengunjung menuju sekitar lokasi tp setiap kesini selalu ada kemajuan,Positif,"['masih', 'perlu', 'pembenahan', 'disana', 'sini', 'utk', 'memudahkan', 'pengunjung', 'menuju', 'sekitar', 'lokasi', 'tp', 'setiap', 'kesini', 'selalu', 'ada', 'kemajuan']","['masih', 'perlu', 'pembenahan', 'disana', 'sini', 'untuk', 'memudahkan', 'pengunjung', 'menuju', 'sekitar', 'lokasi', 'tapi', 'setiap', 'sini', 'selalu', 'ada', 'kemajuan']","['pembenahan', 'disana', 'memudahkan', 'pengunjung', 'lokasi', 'kemajuan']","['pembenahan', 'disana', 'memudahkan', 'pengunjung', 'lokasi', 'kemajuan']","['benah', 'sana', 'mudah', 'unjung', 'lokasi', 'maju']"
143,ainur sdrj,tempatnya bagus parkir luas,Positif,"['tempatnya', 'bagus', 'parkir', 'luas']","['tempatnya', 'bagus', 'parkir', 'luas']","['tempatnya', 'bagus', 'parkir', 'luas']","['tempatnya', 'bagus', 'parkir', 'luas']","['tempat', 'bagus', 'parkir', 'luas']"
144,Ines Kum,air terjunnya bagus langsung turun ke laut pemandangannya jadi double yaitu air terjun dan laut kita juga bisa naik sehingga bisa berada di atas air terjunnya tempat parkirnya jg luas jd gak perlu khawatir jika kesana menggunakan mobil,Positif,"['air', 'terjunnya', 'bagus', 'langsung', 'turun', 'ke', 'laut', 'pemandangannya', 'jadi', 'double', 'yaitu', 'air', 'terjun', 'dan', 'laut', 'kita', 'juga', 'bisa', 'naik', 'sehingga', 'bisa', 'berada', 'di', 'atas', 'air', 'terjunnya', 'tempat', 'parkirnya', 'jg', 'luas', 'jd', 'gak', 'perlu', 'khawatir', 'jika', 'kesana', 'menggunakan', 'mobil']","['air', 'terjunnya', 'bagus', 'langsung', 'turun', 'ke', 'laut', 'pemandangannya', 'jadi', 'double', 'yaitu', 'air', 'terjun', 'dan', 'laut', 'kita', 'juga', 'bisa', 'naik', 'sehingga', 'bisa', 'berada', 'di', 'atas', 'air', 'terjunnya', 'tempat', 'parkirnya', 'juga', 'luas', 'jadi', 'tidak', 'perlu', 'khawatir', 'jika', 'kesana', 'menggunakan', 'mobil']","['air', 'terjunnya', 'bagus', 'langsung', 'turun', 'laut', 'pemandangannya', 'double', 'air', 'terjun', 'laut', 'air', 'terjunnya', 'parkirnya', 'luas', 'khawatir', 'kesana', 'mobil']","['air', 'terjunnya', 'bagus', 'langsung', 'turun', 'laut', 'pemandangannya', 'double', 'air', 'terjun', 'laut', 'air', 'terjunnya', 'parkirnya', 'luas', 'khawatir', 'kesana', 'mobil']","['air', 'terjun', 'bagus', 'langsung', 'turun', 'laut', 'pandang', 'double', 'air', 'terjun', 'laut', 'air', 'terjun', 'parkir', 'luas', 'khawatir', 'kesana', 'mobil']"
145,Nurul Azizah,tempatnya bagus cocok untuk wisata keluarga,Positif,"['tempatnya', 'bagus', 'cocok', 'untuk', 'wisata', 'keluarga']","['tempatnya', 'bagus', 'cocok', 'untuk', 'wisata', 'keluarga']","['tempatnya', 'bagus', 'cocok', 'wisata', 'keluarga']","['tempatnya', 'bagus', 'cocok', 'wisata']","['tempat', 'bagus', 'cocok', 'wisata']"
146,rusdi zulkarnain,air terjun toroan di pinggir laut utara pulau madura dekat kota kecil ketapang kabupaten sampang,Positif,"['air', 'terjun', 'toroan', 'di', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'dekat', 'kota', 'kecil', 'ketapang', 'kabupaten', 'sampang']","['air', 'terjun', 'toroan', 'di', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'dekat', 'kota', 'kecil', 'ketapang', 'kabupaten', 'sampang']","['air', 'terjun', 'toroan', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'kota', 'ketapang', 'kabupaten', 'sampang']","['air', 'terjun', 'toroan', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'kota', 'ketapang', 'kabupaten', 'sampang']","['air', 'terjun', 'toro', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'kota', 'ketapang', 'kabupaten', 'sampang']"
147,Raditya Hendra Pratama,air terjun dan tempat wisata yang sangat indah yang ada di pulau madura bagian utara meskipun tempatnya tidak besar tapi cukup untuk menarik wisatawan untuk berfoto,Positif,"['air', 'terjun', 'dan', 'tempat', 'wisata', 'yang', 'sangat', 'indah', 'yang', 'ada', 'di', 'pulau', 'madura', 'bagian', 'utara', 'meskipun', 'tempatnya', 'tidak', 'besar', 'tapi', 'cukup', 'untuk', 'menarik', 'wisatawan', 'untuk', 'berfoto']","['air', 'terjun', 'dan', 'tempat', 'wisata', 'yang', 'sangat', 'indah', 'yang', 'ada', 'di', 'pulau', 'madura', 'bagian', 'utara', 'meskipun', 'tempatnya', 'tidak', 'besar', 'tapi', 'cukup', 'untuk', 'menarik', 'wisatawan', 'untuk', 'berfoto']","['air', 'terjun', 'wisata', 'indah', 'pulau', 'madura', 'utara', 'tempatnya', 'menarik', 'wisatawan', 'berfoto']","['air', 'terjun', 'wisata', 'indah', 'pulau', 'madura', 'utara', 'tempatnya', 'menarik', 'wisatawan', 'berfoto']","['air', 'terjun', 'wisata', 'indah', 'pulau', 'madura', 'utara', 'tempat', 'tarik', 'wisatawan', 'foto']"
148,Bambang Mtx,tempat yang bagus dan indah,Positif,"['tempat', 'yang', 'bagus', 'dan', 'indah']","['tempat', 'yang', 'bagus', 'dan', 'indah']","['bagus', 'indah']","['bagus', 'indah']","['bagus', 'indah']"
149,Rahmat Syarief,wajib lihat tuk dukung destinasi wisata alam kota sampang ayoo main kesana,Positif,"['wajib', 'lihat', 'tuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayoo', 'main', 'kesana']","['wajib', 'lihat', 'tuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayoo', 'main', 'kesana']","['wajib', 'lihat', 'tuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayoo', 'main', 'kesana']","['wajib', 'tuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayoo', 'main', 'kesana']","['wajib', 'tuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayoo', 'main', 'kesana']"
150,M Kholis,sungguh indah cinptaan mu ya allah,Positif,"['sungguh', 'indah', 'cinptaan', 'mu', 'ya', 'allah']","['sungguh', 'indah', 'cinptaan', 'mu', 'ya', 'allah']","['sungguh', 'indah', 'cinptaan', 'mu', 'ya', 'allah']","['sungguh', 'indah', 'cinptaan', 'mu', 'allah']","['sungguh', 'indah', 'cinptaan', 'mu', 'allah']"
151,IMAMUDDIN AP,sunset nya yang menawan sangat dinantikan lokasinya yang dekat dengan jalan raya memudahkan kita untuk menjangkaunya kurang lebih km dari jembatan suramadu jadi persiapan perbekalan dan fisik karena perjalanan yang cukup lama waktu,Positif,"['sunset', 'nya', 'yang', 'menawan', 'sangat', 'dinantikan', 'lokasinya', 'yang', 'dekat', 'dengan', 'jalan', 'raya', 'memudahkan', 'kita', 'untuk', 'menjangkaunya', 'kurang', 'lebih', 'km', 'dari', 'jembatan', 'suramadu', 'jadi', 'persiapan', 'perbekalan', 'dan', 'fisik', 'karena', 'perjalanan', 'yang', 'cukup', 'lama', 'waktu']","['sunset', 'nya', 'yang', 'menawan', 'sangat', 'dinantikan', 'lokasinya', 'yang', 'dekat', 'dengan', 'jalan', 'raya', 'memudahkan', 'kita', 'untuk', 'menjangkaunya', 'kurang', 'lebih', 'km', 'dari', 'jembatan', 'suramadu', 'jadi', 'persiapan', 'perbekalan', 'dan', 'fisik', 'karena', 'perjalanan', 'yang', 'cukup', 'lama', 'waktu']","['sunset', 'nya', 'menawan', 'dinantikan', 'lokasinya', 'jalan', 'raya', 'memudahkan', 'menjangkaunya', 'km', 'jembatan', 'suramadu', 'persiapan', 'perbekalan', 'fisik', 'perjalanan']","['sunset', 'menawan', 'dinantikan', 'lokasinya', 'jalan', 'raya', 'memudahkan', 'menjangkaunya', 'km', 'jembatan', 'suramadu', 'persiapan', 'perbekalan', 'fisik', 'perjalanan']","['sunset', 'tawan', 'nanti', 'lokasi', 'jalan', 'raya', 'mudah', 'jangkau', 'km', 'jembatan', 'suramadu', 'siap', 'bekal', 'fisik', 'jalan']"
152,Rendra Dwi,pemandangannya bagus cocok buat spot foto,Positif,"['pemandangannya', 'bagus', 'cocok', 'buat', 'spot', 'foto']","['pemandangannya', 'bagus', 'cocok', 'buat', 'spot', 'foto']","['pemandangannya', 'bagus', 'cocok', 'spot', 'foto']","['pemandangannya', 'bagus', 'cocok', 'spot', 'foto']","['pandang', 'bagus', 'cocok', 'spot', 'foto']"
153,SILA BUTIK BATIK,pilihan piknik murah meriah,Positif,"['pilihan', 'piknik', 'murah', 'meriah']","['pilihan', 'piknik', 'murah', 'meriah']","['pilihan', 'piknik', 'murah', 'meriah']","['piknik', 'murah', 'meriah']","['piknik', 'murah', 'riah']"
154,Rizal Sarluf,bagus viewnya hanya saja tulisan toroan nya yg dibuat terlalu dekat dengan air terjun untuj fotografer yg ingin capture air terjun jadi terganggu dengan icon tulisan itu toilet tersedia,Positif,"['bagus', 'viewnya', 'hanya', 'saja', 'tulisan', 'toroan', 'nya', 'yg', 'dibuat', 'terlalu', 'dekat', 'dengan', 'air', 'terjun', 'untuj', 'fotografer', 'yg', 'ingin', 'capture', 'air', 'terjun', 'jadi', 'terganggu', 'dengan', 'icon', 'tulisan', 'itu', 'toilet', 'tersedia']","['bagus', 'viewnya', 'hanya', 'saja', 'tulisan', 'toroan', 'nya', 'yang', 'dibuat', 'terlalu', 'dekat', 'dengan', 'air', 'terjun', 'untuj', 'fotografer', 'yang', 'mau', 'capture', 'air', 'terjun', 'jadi', 'terganggu', 'dengan', 'icon', 'tulisan', 'itu', 'toilet', 'tersedia']","['bagus', 'viewnya', 'tulisan', 'toroan', 'nya', 'air', 'terjun', 'untuj', 'fotografer', 'capture', 'air', 'terjun', 'terganggu', 'icon', 'tulisan', 'toilet', 'tersedia']","['bagus', 'viewnya', 'tulisan', 'toroan', 'air', 'terjun', 'untuj', 'fotografer', 'capture', 'air', 'terjun', 'terganggu', 'icon', 'tulisan', 'toilet', 'tersedia']","['bagus', 'viewnya', 'tulis', 'toro', 'air', 'terjun', 'untuj', 'fotografer', 'capture', 'air', 'terjun', 'ganggu', 'icon', 'tulis', 'toilet', 'sedia']"
155,Zhela Aspriela (Zh/A),rame disini kalo cari kulineran disini banyak tapi seru kalo ke air terjunnya kalo lagi pasang kayaknya sangat engga disarankan untuk mandi di air terjunnya cukup bayar parkir kendaraan disini lahan parkirnya juga luas bias motor dan mobil bus pariwisata juga bisa,Positif,"['rame', 'disini', 'kalo', 'cari', 'kulineran', 'disini', 'banyak', 'tapi', 'seru', 'kalo', 'ke', 'air', 'terjunnya', 'kalo', 'lagi', 'pasang', 'kayaknya', 'sangat', 'engga', 'disarankan', 'untuk', 'mandi', 'di', 'air', 'terjunnya', 'cukup', 'bayar', 'parkir', 'kendaraan', 'disini', 'lahan', 'parkirnya', 'juga', 'luas', 'bias', 'motor', 'dan', 'mobil', 'bus', 'pariwisata', 'juga', 'bisa']","['rame', 'sini', 'kalau', 'cari', 'kulineran', 'sini', 'banyak', 'tapi', 'seru', 'kalau', 'ke', 'air', 'terjunnya', 'kalau', 'lagi', 'pasang', 'kayaknya', 'sangat', 'tidak', 'disarankan', 'untuk', 'mandi', 'di', 'air', 'terjunnya', 'cukup', 'bayar', 'parkir', 'kendaraan', 'sini', 'lahan', 'parkirnya', 'juga', 'luas', 'bias', 'motor', 'dan', 'mobil', 'bus', 'pariwisata', 'juga', 'bisa']","['rame', 'cari', 'kulineran', 'seru', 'air', 'terjunnya', 'pasang', 'kayaknya', 'disarankan', 'mandi', 'air', 'terjunnya', 'bayar', 'parkir', 'kendaraan', 'lahan', 'parkirnya', 'luas', 'bias', 'motor', 'mobil', 'bus', 'pariwisata']","['rame', 'kulineran', 'seru', 'air', 'terjunnya', 'pasang', 'kayaknya', 'disarankan', 'mandi', 'air', 'terjunnya', 'bayar', 'parkir', 'kendaraan', 'lahan', 'parkirnya', 'luas', 'bias', 'motor', 'mobil', 'bus', 'pariwisata']","['rame', 'kuliner', 'seru', 'air', 'terjun', 'pasang', 'kayak', 'saran', 'mandi', 'air', 'terjun', 'bayar', 'parkir', 'kendara', 'lahan', 'parkir', 'luas', 'bias', 'motor', 'mobil', 'bus', 'pariwisata']"
156,Sigit Ardianto,air terjun di pinggir pantai spot wajib para landscaper longexposure mania,Positif,"['air', 'terjun', 'di', 'pinggir', 'pantai', 'spot', 'wajib', 'para', 'landscaper', 'longexposure', 'mania']","['air', 'terjun', 'di', 'pinggir', 'pantai', 'spot', 'wajib', 'para', 'landscaper', 'longexposure', 'mania']","['air', 'terjun', 'pinggir', 'pantai', 'spot', 'wajib', 'landscaper', 'longexposure', 'mania']","['air', 'terjun', 'pinggir', 'pantai', 'spot', 'wajib', 'landscaper', 'longexposure', 'mania']","['air', 'terjun', 'pinggir', 'pantai', 'spot', 'wajib', 'landscaper', 'longexposure', 'mania']"
157,Wiwin RA,sangat indah,Positif,"['sangat', 'indah']","['sangat', 'indah']",['indah'],['indah'],['indah']
158,Asyam Mulayyan Dary,harga masuk akal ikan kerapunya enak,Positif,"['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']","['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']","['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']","['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']","['harga', 'masuk', 'akal', 'ikan', 'kerapu', 'enak']"
159,Siti Maulidiyatul,satu satu air terjun yang ada di sampang madura bagian udara air terjun ini langsung bermuara ke laut sebut saja laut jawa tinggi air terjun ini mungkin sekitar meter diatas permukaan air laut airny terlihat biru kehijauan tetapi,Positif,"['satu', 'satu', 'air', 'terjun', 'yang', 'ada', 'di', 'sampang', 'madura', 'bagian', 'udara', 'air', 'terjun', 'ini', 'langsung', 'bermuara', 'ke', 'laut', 'sebut', 'saja', 'laut', 'jawa', 'tinggi', 'air', 'terjun', 'ini', 'mungkin', 'sekitar', 'meter', 'diatas', 'permukaan', 'air', 'laut', 'airny', 'terlihat', 'biru', 'kehijauan', 'tetapi']","['satu', 'satu', 'air', 'terjun', 'yang', 'ada', 'di', 'sampang', 'madura', 'bagian', 'udara', 'air', 'terjun', 'ini', 'langsung', 'bermuara', 'ke', 'laut', 'sebut', 'saja', 'laut', 'jawa', 'tinggi', 'air', 'terjun', 'ini', 'mungkin', 'sekitar', 'meter', 'diatas', 'permukaan', 'air', 'laut', 'airny', 'terlihat', 'biru', 'kehijauan', 'tetapi']","['air', 'terjun', 'sampang', 'madura', 'udara', 'air', 'terjun', 'langsung', 'bermuara', 'laut', 'laut', 'jawa', 'air', 'terjun', 'meter', 'diatas', 'permukaan', 'air', 'laut', 'airny', 'biru', 'kehijauan']","['air', 'terjun', 'sampang', 'madura', 'udara', 'air', 'terjun', 'langsung', 'bermuara', 'laut', 'laut', 'jawa', 'air', 'terjun', 'meter', 'diatas', 'permukaan', 'air', 'laut', 'airny', 'biru', 'kehijauan']","['air', 'terjun', 'sampang', 'madura', 'udara', 'air', 'terjun', 'langsung', 'muara', 'laut', 'laut', 'jawa', 'air', 'terjun', 'meter', 'atas', 'muka', 'air', 'laut', 'airny', 'biru', 'hijau']"
160,Just Skip,wisata yang cocok buat kalian yang suka foto foto dan refreshing,Positif,"['wisata', 'yang', 'cocok', 'buat', 'kalian', 'yang', 'suka', 'foto', 'foto', 'dan', 'refreshing']","['wisata', 'yang', 'cocok', 'buat', 'kalian', 'yang', 'suka', 'foto', 'foto', 'dan', 'refreshing']","['wisata', 'cocok', 'suka', 'foto', 'foto', 'refreshing']","['wisata', 'cocok', 'suka', 'foto', 'foto', 'refreshing']","['wisata', 'cocok', 'suka', 'foto', 'foto', 'refreshing']"
161,Rio Wija (wijapuccino),air terjun yang unik karena aliran airnya langsung menuju ke laut termasuk wisata in karena selain air terjun kita juga bisa menikmati pantainya nilai tambahnya air terjun ini terletak tidak jauh dari jalan raya,Positif,"['air', 'terjun', 'yang', 'unik', 'karena', 'aliran', 'airnya', 'langsung', 'menuju', 'ke', 'laut', 'termasuk', 'wisata', 'in', 'karena', 'selain', 'air', 'terjun', 'kita', 'juga', 'bisa', 'menikmati', 'pantainya', 'nilai', 'tambahnya', 'air', 'terjun', 'ini', 'terletak', 'tidak', 'jauh', 'dari', 'jalan', 'raya']","['air', 'terjun', 'yang', 'unik', 'karena', 'aliran', 'airnya', 'langsung', 'menuju', 'ke', 'laut', 'termasuk', 'wisata', 'in', 'karena', 'selain', 'air', 'terjun', 'kita', 'juga', 'bisa', 'menikmati', 'pantainya', 'nilai', 'tambahnya', 'air', 'terjun', 'ini', 'terletak', 'tidak', 'jauh', 'dari', 'jalan', 'raya']","['air', 'terjun', 'unik', 'aliran', 'airnya', 'langsung', 'laut', 'wisata', 'in', 'air', 'terjun', 'menikmati', 'pantainya', 'nilai', 'air', 'terjun', 'terletak', 'jalan', 'raya']","['air', 'terjun', 'unik', 'aliran', 'airnya', 'langsung', 'laut', 'wisata', 'air', 'terjun', 'menikmati', 'pantainya', 'nilai', 'air', 'terjun', 'terletak', 'jalan', 'raya']","['air', 'terjun', 'unik', 'alir', 'air', 'langsung', 'laut', 'wisata', 'air', 'terjun', 'nikmat', 'pantai', 'nilai', 'air', 'terjun', 'letak', 'jalan', 'raya']"
162,athval athoillaharamadani,tukang parkirnya malak dengan dalih penitipan helm helm hilang memang resiko sendiri tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan jadi bayar pemalakan dengan modus penitipan paksa kecewa,Negatif,"['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa']","['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa']","['tukang', 'parkirnya', 'malak', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkirnya', 'ditaruh', 'pos', 'penitipan', 'bayar', 'pemalakan', 'modus', 'penitipan', 'paksa', 'kecewa']","['tukang', 'parkirnya', 'malak', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkirnya', 'ditaruh', 'pos', 'penitipan', 'bayar', 'pemalakan', 'modus', 'penitipan', 'paksa', 'kecewa']","['tukang', 'parkir', 'malak', 'dalih', 'titip', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkir', 'taruh', 'pos', 'titip', 'bayar', 'mala', 'modus', 'titip', 'paksa', 'kecewa']"
163,Jessica Aalya,mungkin saya datang di waktu yang salah karena waktu kesana tempatnya tidak sebagus ekspektasi saya juga disana tidak disarankan untuk bermain air sehingga hanya sekedar objek foto saja,Negatif,"['mungkin', 'saya', 'datang', 'di', 'waktu', 'yang', 'salah', 'karena', 'waktu', 'kesana', 'tempatnya', 'tidak', 'sebagus', 'ekspektasi', 'saya', 'juga', 'disana', 'tidak', 'disarankan', 'untuk', 'bermain', 'air', 'sehingga', 'hanya', 'sekedar', 'objek', 'foto', 'saja']","['mungkin', 'saya', 'datang', 'di', 'waktu', 'yang', 'salah', 'karena', 'waktu', 'kesana', 'tempatnya', 'tidak', 'sebagus', 'ekspektasi', 'saya', 'juga', 'disana', 'tidak', 'disarankan', 'untuk', 'bermain', 'air', 'sehingga', 'hanya', 'sekedar', 'objek', 'foto', 'saja']","['salah', 'kesana', 'tempatnya', 'sebagus', 'ekspektasi', 'disana', 'disarankan', 'bermain', 'air', 'sekedar', 'objek', 'foto']","['salah', 'kesana', 'tempatnya', 'sebagus', 'ekspektasi', 'disana', 'disarankan', 'bermain', 'air', 'objek', 'foto']","['salah', 'kesana', 'tempat', 'bagus', 'ekspektasi', 'sana', 'saran', 'main', 'air', 'objek', 'foto']"
164,anang susilowanto,tempat yg cocok untuk bercengkrama dan kuliner bersama keluarga,Positif,"['tempat', 'yg', 'cocok', 'untuk', 'bercengkrama', 'dan', 'kuliner', 'bersama', 'keluarga']","['tempat', 'yang', 'cocok', 'untuk', 'bercengkrama', 'dan', 'kuliner', 'bersama', 'keluarga']","['cocok', 'bercengkrama', 'kuliner', 'keluarga']","['cocok', 'bercengkrama', 'kuliner']","['cocok', 'bercengkrama', 'kuliner']"
165,nur faizal lisanto,air terjun langsung ke pantai menakjubkan kereen,Positif,"['air', 'terjun', 'langsung', 'ke', 'pantai', 'menakjubkan', 'kereen']","['air', 'terjun', 'langsung', 'ke', 'pantai', 'menakjubkan', 'kereen']","['air', 'terjun', 'langsung', 'pantai', 'menakjubkan', 'kereen']","['air', 'terjun', 'langsung', 'pantai', 'menakjubkan', 'kereen']","['air', 'terjun', 'langsung', 'pantai', 'takjub', 'kereen']"
166,Imam safi 1602,berada di jalur utara pulau madura air terjun ini terbentuk dari saluran irigasi sawah warga jadi tidak di sarankan untuk bermain air di bawah air terjun waktu paling baik untuk ke air terjun ini adalah menjelang matahari terbenam karena,Positif,"['berada', 'di', 'jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'ini', 'terbentuk', 'dari', 'saluran', 'irigasi', 'sawah', 'warga', 'jadi', 'tidak', 'di', 'sarankan', 'untuk', 'bermain', 'air', 'di', 'bawah', 'air', 'terjun', 'waktu', 'paling', 'baik', 'untuk', 'ke', 'air', 'terjun', 'ini', 'adalah', 'menjelang', 'matahari', 'terbenam', 'karena']","['berada', 'di', 'jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'ini', 'terbentuk', 'dari', 'saluran', 'irigasi', 'sawah', 'warga', 'jadi', 'tidak', 'di', 'saran', 'untuk', 'bermain', 'air', 'di', 'bawah', 'air', 'terjun', 'waktu', 'paling', 'baik', 'untuk', 'ke', 'air', 'terjun', 'ini', 'adalah', 'menjelang', 'matahari', 'terbenam', 'karena']","['jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'terbentuk', 'saluran', 'irigasi', 'sawah', 'warga', 'saran', 'bermain', 'air', 'air', 'terjun', 'air', 'terjun', 'menjelang', 'matahari', 'terbenam']","['jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'terbentuk', 'saluran', 'irigasi', 'sawah', 'warga', 'saran', 'bermain', 'air', 'air', 'terjun', 'air', 'terjun', 'menjelang', 'matahari', 'terbenam']","['jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'bentuk', 'salur', 'irigasi', 'sawah', 'warga', 'saran', 'main', 'air', 'air', 'terjun', 'air', 'terjun', 'jelang', 'matahari', 'benam']"
